Name,Height (cm),Grade,Gender,Resident Number,Weight (kg)
Student_423,156.55392908466456,4,Male,831007-1889304,51.54148337896415
Student_424,187.93249220448664,1,Male,860816-2334220,72.45402030143516
Student_425,166.90089615991033,7,Male,860427-1333930,48.179023618433824
Student_426,163.9575770148468,3,Male,841111-2196705,62.817445214995686
Student_427,160.72895300502543,2,Male,820309-2814653,49.14961383966783
Student_428,160.2928935950412,8,Female,930118-1027320,55.19233036013289
Student_429,175.28758609334275,12,Female,900103-2200808,86.65971557558802
Student_430,157.6257364193881,10,Female,970222-1006600,80.62959021750066
Student_431,179.31427844036602,4,Female,891218-2869684,49.79326812115653
Student_432,164.8948350459519,7,Female,960113-2636748,88.41011678765564
Student_433,184.34291354284153,5,Male,871214-2083910,53.87419989441241
Student_434,165.3730284635429,7,Female,821020-1301527,45.905996190670045
Student_435,179.8475298014731,1,Male,840516-1659171,64.39334439128943
Student_436,160.0283980310199,5,Male,860526-1031684,58.69894369760259
Student_437,151.6782589095224,4,Female,850628-2441382,58.28166877267695
Student_438,162.24499498680936,3,Female,990203-2472689,50.96763029259386
Student_439,162.4207284731625,7,Female,800927-1937068,70.81242214937781
Student_440,166.93617238546176,10,Male,870319-2783585,52.72154589578984
Student_441,166.4152495420748,11,Female,800621-1820056,80.53738192346901
Student_442,165.26174744208862,10,Male,921002-2442765,55.807364112001494
Student_443,166.53346718423634,4,Female,830920-1954229,47.60773915919374
Student_444,154.98893084704847,10,Female,970803-1354025,59.45920808262428
Student_445,164.64677561088047,1,Female,850811-1149225,79.75985557924545
Student_446,184.326106086127,8,Female,920907-1515786,47.963347120566624
Student_447,172.16483296884766,5,Male,811117-2556372,74.6252030503638
Student_448,188.24942341765336,12,Female,840802-1031988,74.71569905157676
Student_449,161.9087300302788,11,Male,830321-1714090,68.69027210618512
Student_450,181.27918654660505,6,Female,900223-2564669,56.521456815644946
Student_451,178.0196016423657,3,Female,901018-1567984,67.58801868401707
Student_452,179.5078689695172,2,Male,991106-2551388,64.553575861279
Student_453,154.6663609326799,8,Male,980813-2642922,46.64924938852832
Student_454,157.10549571982784,10,Female,840207-1672916,65.16350037743176
Student_455,167.35180334588543,12,Female,830416-2910253,78.87495445101831
Student_456,184.1328955413515,6,Female,970125-2131479,59.95724284441037
Student_457,164.188557206433,12,Male,830828-1760954,53.355829923395504
Student_458,160.7993360810489,3,Male,830528-2844728,70.44500203813982
Student_459,162.4612997168248,7,Male,920111-2017196,57.014250786229056
Student_460,185.6423469573674,7,Female,900502-2795289,64.88672032265244
Student_461,153.43386938738956,2,Male,971118-1418590,61.2226347170853
Student_462,169.9004736891259,9,Female,920501-1505026,84.77563620345833
Student_463,181.44948277408866,5,Male,940920-2383825,80.89620981343322
Student_464,183.99100574532707,7,Male,841025-1100800,45.49975490492443
Student_465,168.84498699638596,3,Male,910927-2726783,71.33788747397733
Student_466,153.4490775558594,2,Female,931203-1511563,73.73323989855939
Student_467,178.32760345220075,6,Male,930415-1489419,74.64693556487359
Student_468,181.94988523278002,11,Female,880103-2078905,56.01091773523502
Student_469,162.2283197664758,6,Male,890315-1957755,68.47131019270003
Student_470,154.50320155035672,10,Male,851221-1184026,62.34590034694463
Student_471,154.27174622949462,4,Female,921208-1482734,54.70483793807965
Student_472,181.9247731422294,12,Female,961018-1366499,45.189083974446994
Student_473,184.5574543785773,8,Female,940324-2226336,51.888541080093965
Student_474,169.39478546639927,9,Female,890804-2553534,52.039037404958485
Student_475,167.26281464893378,10,Male,940714-2927130,79.67613561349043
Student_476,165.7636634243457,2,Male,931025-1424502,65.67561634475396
Student_477,179.65839722477986,11,Female,860716-1524081,56.61204611944205
Student_478,155.53306611109358,3,Male,800606-2506996,74.48743674950873
Student_479,155.25830336884778,12,Female,890310-2587866,87.47177683810357
Student_480,167.05982064560294,3,Male,890112-1310166,57.79072986751356
Student_481,182.93155119275764,10,Male,981205-1668582,73.1332116441857
Student_482,157.1883962234744,5,Male,810805-1236477,74.1421175420547
Student_483,178.2471871814691,5,Male,970311-2669214,55.377625712960075
Student_484,170.93977679527683,7,Female,880505-2871095,74.34724969028653
Student_485,168.76867759696552,2,Female,901008-1389273,85.71146839471118
Student_486,184.83406672281097,11,Male,820420-1067794,47.44565053044617
Student_487,154.554087753359,4,Female,850315-2871480,75.92495271637237
Student_488,184.4842354887176,9,Male,891015-1980492,84.91600524732243
Student_489,165.40577532011895,9,Female,850310-2565886,59.66602967948818
Student_490,187.74894619669016,2,Male,911001-2311597,61.38347870584299
Student_491,186.73061372831953,8,Male,880809-2725491,79.4039684807666
Student_492,163.43246162636012,10,Male,980120-2103470,75.79816258286127
Student_493,161.32384291610754,3,Male,891006-2357890,59.241444168700454
Student_494,187.05691569320575,2,Male,860210-1249126,76.87273427541348
Student_495,189.608076174181,8,Female,840206-2225018,57.62901092215679
Student_496,188.27922227653323,5,Male,951004-2282704,56.00544518923212
Student_497,151.13297962339516,5,Female,880619-1595843,57.2956253701018
Student_498,164.16990596487,2,Female,810314-2981523,51.275897171706205
Student_499,177.16997525193307,11,Female,800726-2575504,51.22300198163908
Student_500,157.05880610664676,3,Female,940314-1414068,53.11169927873178
Student_501,162.98959618196636,2,Male,920805-2421039,60.25049848472827
Student_502,183.07200220021974,11,Male,821226-2124114,49.726350824246
Student_503,185.91480690659913,5,Female,931022-1122538,88.49968787656579
Student_504,171.87653549921797,1,Female,930127-2437612,47.01843141651258
Student_505,175.66363794516417,1,Male,970805-2012990,78.7080115325524
Student_506,173.76922000318197,6,Male,880917-1786305,56.095332614134534
Student_507,153.16404702636825,7,Male,810110-2738044,45.55373828858016
Student_508,157.5280811069024,2,Male,930424-1250011,53.22750458105815
Student_509,172.1690567620416,3,Male,850303-2881012,50.27424781254764
Student_510,157.70924439890817,9,Female,970511-1313595,63.00861187850633
Student_511,169.49637973626426,6,Female,970806-1968105,80.65981581876937
Student_512,185.33604361868788,11,Female,860713-1865262,59.42251838299634
Student_513,180.44506043907785,5,Male,970712-1667659,75.96825302078656
Student_514,185.1890832881179,8,Female,810305-1629429,84.24294803130218
Student_515,163.73070247474908,11,Female,950207-2531992,77.84265574231489
Student_516,159.30934322607905,12,Male,910612-2362701,69.27756616306306
Student_517,161.60505804194483,11,Female,910422-2267437,63.0052568408307
Student_518,176.61239291758253,6,Male,960906-2807265,61.92562875219255
Student_519,179.12959680692046,5,Female,810516-2861823,84.64153525150033
Student_520,166.2624439944643,5,Female,890802-2747298,67.58802235677533
Student_521,187.54553761880786,1,Female,890504-2023855,86.14683804533512
Student_522,162.55570449849705,9,Male,991128-1280523,62.368641512653944
Student_523,159.17976295040492,2,Female,980728-1897244,87.30496097983865
Student_524,173.3966278020632,12,Female,980607-2194745,68.3540543201207
Student_525,160.78932257540973,7,Female,880224-1030664,57.0056244592212
Student_526,150.39314202996837,6,Male,851215-1213842,65.79714341770543
Student_527,158.23486276130484,7,Female,890620-1708543,76.17731036724823
Student_528,184.6356776270439,4,Female,980708-2814868,50.319653598498775
Student_529,170.31706976286057,5,Male,840114-2657736,85.90326785417926
Student_530,155.0096481593469,10,Female,840618-1676770,79.28135769025658
Student_531,163.01820024579538,8,Male,971125-1664415,49.3256505426774
Student_532,155.8682055718686,9,Female,861017-2025145,46.62881801921485
Student_533,169.15606573861746,4,Male,900623-2298009,69.59290003936495
Student_534,184.84511201623656,8,Male,980708-2035223,66.80959405367001
Student_535,174.1079533778647,11,Male,830425-1448226,78.81704117857656
Student_536,167.69458031446047,6,Male,861222-2713709,73.18048299697153
Student_537,165.86916536112466,3,Female,890918-2651328,57.18384128458359
Student_538,175.1397694778557,4,Female,891113-1337625,82.21975034964086
Student_539,165.15611481989575,3,Male,961127-2640701,46.01397086413208
Student_540,170.71755968374296,2,Female,871018-2289335,62.194466417003994
Student_541,156.6399626869943,2,Male,890724-2443655,53.700168042355905
Student_542,185.75776092658032,11,Male,900603-2124395,86.97856079806463
Student_543,182.41291947164964,12,Female,880520-2123086,73.45389805270048
Student_544,162.84720013019296,11,Male,851222-1340527,71.38651975210918
Student_545,188.49195239559302,11,Female,911114-2328117,47.08374582025673
Student_546,181.19736082992526,7,Female,940812-2953095,60.35098789196408
Student_547,184.31740403797832,10,Male,840406-1181453,73.8587882983035
Student_548,151.4992024192124,6,Female,920928-2851924,64.75129308144895
Student_549,176.9839270157697,5,Female,840513-1661810,53.50306783660498
Student_550,160.19355573675242,12,Male,810604-1742387,82.85790166849927
Student_551,152.97578277889366,9,Female,990514-2133913,79.83620536576082
Student_552,153.78748771160815,12,Male,990302-1732993,61.54014336391825
Student_553,153.95167562220567,4,Male,860423-2014682,77.13914737225531
Student_554,167.1710611497301,6,Female,890221-2892693,65.09728915841595
Student_555,168.6566989632693,9,Female,940211-1425408,81.4727691349091
Student_556,151.4310229731873,7,Male,850503-1128317,70.38309436953372
Student_557,157.31188534338352,9,Male,880101-2855690,53.47456525529238
Student_558,158.12141506754315,5,Male,920622-1472738,56.4818707169964
Student_559,184.46462337835538,2,Female,821228-1204121,74.49749250603287
Student_560,174.1263118883713,6,Female,960717-2095993,69.81082867523737
Student_561,188.85081151665315,4,Female,800602-2219945,82.7842560382654
Student_562,159.95831873268844,2,Female,910503-2839240,52.91917807475948
Student_563,189.54364985228108,11,Male,860203-2362624,86.92314902997424
Student_564,164.37813500437943,1,Male,960515-2321049,59.170682273689856
Student_565,159.65705946284268,9,Female,950421-2042282,45.44527572223694
Student_566,178.05342790115196,2,Male,970616-2462483,87.67386582169205
Student_567,164.34166494334346,1,Female,810328-1317891,77.52808873417811
Student_568,175.36869568910458,10,Female,860202-1979936,78.62041222032124
Student_569,174.62675357109444,10,Male,850415-2033288,75.17507814207895
Student_570,178.58982403974545,1,Female,820914-1916451,55.97108791384888
Student_571,183.57447692691062,3,Male,970712-1461676,45.773102076153116
Student_572,175.78466447534885,10,Male,950411-2331404,84.29028670412062
Student_573,174.03629091624555,1,Female,950903-2832578,83.72251758462997
Student_574,165.5144960182053,1,Male,990612-2216261,49.293755946815
Student_575,186.6142892473688,9,Male,870604-2301161,56.77176212819805
Student_576,159.73149877972986,8,Female,811004-1495155,68.36593083135165
Student_577,187.15366216519627,7,Male,840114-1924359,47.40275548154239
Student_578,158.13934215110717,8,Female,900826-1210914,80.54193343885177
Student_579,186.94844514928667,11,Female,910716-2739174,73.07416878400267
Student_580,170.56587639972656,7,Female,921214-2571303,75.24876934432238
Student_581,164.98811707210055,9,Female,830506-2248777,84.45991474620848
Student_582,189.5051598014445,2,Male,861027-1327483,65.24998615212618
Student_583,150.85331917925913,7,Female,820521-1471131,56.138352763580194
Student_584,162.74920809287008,5,Female,951105-1973605,62.35343891768095
Student_585,180.0745561019121,7,Female,980801-2542796,45.005827768066
Student_586,168.21812230659157,12,Female,840916-2471932,82.10597330920936
Student_587,185.4344146465657,1,Female,880315-2042802,87.2204454488413
Student_588,181.36063454691623,3,Female,890608-1659591,52.45988487959823
Student_589,175.8033621838119,3,Female,841215-2099753,55.245835727526355
Student_590,177.52755915384805,7,Male,840802-1722039,70.84314382343669
Student_591,153.57570231528868,3,Male,831025-1916795,67.26930699866922
Student_592,175.48119502537122,3,Male,920502-2047162,56.01631286296376
Student_593,160.98672567775782,1,Female,901218-1525311,88.98892101088438
Student_594,167.0215477245427,1,Male,881123-2960530,54.40026411423722
Student_595,189.5161566363845,3,Female,821016-1284233,45.177894972614446
Student_596,170.35478312350864,12,Female,910604-2469429,64.32039538851062
Student_597,187.5856599511871,6,Male,930408-2175870,51.84405435205673
Student_598,160.49039822580696,11,Female,990908-1089647,61.46373753280275
Student_599,189.7716208653389,4,Female,860327-2722632,72.24065432613229
Student_600,188.1516182627785,8,Female,940105-1384082,57.47388364225912
Student_601,152.76043742701134,8,Male,920506-2327947,59.13313461535938
Student_602,174.74087406245798,7,Female,860902-2339355,70.15213534906512
Student_603,181.0820273632202,3,Female,910801-2256401,73.24037696487305
Student_604,163.2508686590429,6,Male,941015-1042361,57.62726315509222
Student_605,175.12514638410585,2,Female,880116-1684141,72.41636920533021
Student_606,184.40531255268053,10,Female,950805-2939999,76.23033204263385
Student_607,162.96342681078627,12,Female,830106-1207425,65.54802989018039
Student_608,184.5887617079061,12,Male,820427-2236979,64.09147185422668
Student_609,151.0842197388485,10,Male,920611-1652089,61.87352912392341
Student_610,170.35485457030137,7,Female,951011-2527720,68.40969207146357
Student_611,165.96147080454972,2,Male,900301-1251015,88.27461520432824
Student_612,174.77135872110458,9,Female,950825-1458471,70.28630376053809
Student_613,159.76615642502242,1,Female,980120-2423620,83.35887225916541
Student_614,182.2049151239774,2,Female,911110-1437824,71.33357763804429
Student_615,183.01776137540068,4,Female,870224-1258872,47.15490785802943
Student_616,156.6464817909702,7,Male,830404-1219080,49.637309200640416
Student_617,171.11204095810172,6,Male,960904-1720849,66.2558919733423
Student_618,173.21059672759932,12,Female,860904-1171905,53.66407170326847
Student_619,172.8872768436064,3,Female,870227-2042905,73.97172915356386
Student_620,176.1760645563573,5,Female,970218-2728054,48.0638622066599
Student_621,189.757602471632,7,Male,801210-2606334,45.62796189531195
Student_622,181.82848511743796,11,Female,980113-2694249,46.81612355296897
Student_623,179.2023459210627,10,Male,890619-1709299,85.320609162387
Student_624,182.86789332411024,11,Male,891126-1511067,72.91350607551904
Student_625,155.63524257484423,4,Female,911007-2342931,47.8260716062088
Student_626,163.59816354987436,8,Female,911013-2024896,45.100819177660384
Student_627,173.29474101478294,11,Female,921222-2116860,83.59037879154447
Student_628,152.59781569288296,12,Male,851009-2536309,75.98907952764976
Student_629,175.47883615880048,12,Female,821227-1072458,51.175551716971725
Student_630,169.98645575614856,1,Male,880227-1184622,61.0792424773787
Student_631,152.40907593052899,12,Male,830415-2733566,62.22329674364336
Student_632,173.03682832213846,12,Male,910223-1936486,48.1633901985189
Student_633,186.79440280827822,12,Male,971013-1004614,84.11525397419607
Student_634,170.02319952379332,3,Male,860206-2735646,71.39838763888288
Student_635,170.14471014597837,8,Male,860916-1948524,47.00879902290913
Student_636,185.14341707750162,1,Female,970419-1681848,85.29092168005616
Student_637,177.36570321013363,5,Male,811001-1172599,46.78394393507515
Student_638,172.36250618218895,1,Female,970319-2669522,85.1441332480884
Student_639,176.58988945211038,12,Male,911010-1529630,78.55676917486794
Student_640,172.47961465102358,7,Female,830328-1588265,89.63925785738611
Student_641,151.3643530026277,5,Male,991222-2497893,72.13763687369979
Student_642,151.5306364780888,3,Female,990221-1730794,78.59602259368819
Student_643,179.9514262521386,10,Male,970317-2929688,62.716628021454056
Student_644,183.4539099981722,2,Female,930819-2907234,63.056210706883235
Student_645,168.55250800822975,10,Female,881216-2118191,82.03520704141667
Student_646,187.08494995257774,7,Female,950316-1592779,82.44764207467531
Student_647,168.6244304981799,4,Female,830823-1430288,50.61887356569637
Student_648,156.53895457845866,9,Female,881023-1362245,48.094392983338786
Student_649,174.5385861230789,5,Male,800304-1160914,65.35672219466153
Student_650,169.09959474353695,3,Male,950521-1636327,52.435620466605364
Student_651,156.33133098507216,9,Male,910920-2675502,61.965069574310505
Student_652,150.48747048826482,9,Male,870522-1434085,68.96766858223265
Student_653,157.1412034924915,6,Male,820705-2269504,67.44017181151742
Student_654,176.65314045104518,1,Male,930720-1839046,74.38785040055465
Student_655,161.20479551845642,10,Female,860311-1352409,72.81981546772339
Student_656,188.6822498164335,2,Male,920522-1435102,73.77061503350072
Student_657,181.80837352085547,4,Male,981011-2296423,49.6292583854156
Student_658,158.21981836914304,5,Male,800528-1143402,70.87909158486535
Student_659,183.09536303161954,4,Male,910510-2439963,55.45881256221858
Student_660,171.10187435985182,10,Female,870922-2030547,58.51897792531873
Student_661,159.29545069005752,12,Male,800427-1403917,65.37924291489277
Student_662,164.09379190979,11,Male,860301-1030503,84.01463567255823
Student_663,162.10889206947857,6,Male,800208-1932271,85.24481094006883
Student_664,152.9215772239435,5,Male,970317-1987399,61.93213051704449
Student_665,178.27179075007072,5,Male,800516-1674196,63.07161559387596
Student_666,151.5191138646436,6,Male,871102-2247327,67.72982579748692
Student_667,188.80017655708298,8,Female,880913-1781711,67.94361844980351
Student_668,180.30370969022582,7,Male,890112-1478203,78.22398398658979
Student_669,169.10133429164287,4,Female,860227-1680451,76.7985706951534
Student_670,186.25862040626924,10,Male,861109-2008876,76.0846853829608
Student_671,166.83132078178917,11,Male,940716-2066151,70.2582573388304
Student_672,158.80535489259182,1,Male,890222-2100255,64.32910509027802
Student_673,168.13613341347883,7,Male,850328-2374953,83.91705909804719
Student_674,189.69641951257685,2,Female,860603-2256870,64.14519981688501
Student_675,177.57098271912255,12,Female,900420-2936468,57.43756515034441
Student_676,168.65073391041207,7,Male,900624-1215271,81.21280862971753
Student_677,182.5583151258785,6,Male,800423-2285878,52.826932515941564
Student_678,167.0847432603927,5,Male,881107-2398018,74.95478601344782
Student_679,188.9528501775296,5,Male,900719-1840986,48.48443754508248
Student_680,168.59048514446195,7,Male,921012-1519138,62.703083377266054
Student_681,178.22773861735308,10,Male,980205-2223081,66.56990138750075
Student_682,171.60771881188893,12,Male,960721-1055856,48.19597862599038
Student_683,173.7496028619717,7,Female,930225-2186818,74.29576999868158
Student_684,182.32840742877278,7,Male,850314-1243698,58.43407148210657
Student_685,176.68579427136837,10,Male,890416-1306934,70.35864572376838
Student_686,173.1269679303846,10,Female,970304-1055089,62.90697651518376
Student_687,189.91156559169352,8,Male,960928-1845696,81.78723021737595
Student_688,163.89613492563112,7,Male,840605-1727228,78.27550958072297
Student_689,182.69938861896225,2,Male,830303-1093605,80.5548504941468
Student_690,154.70968842618183,1,Male,840101-1458432,75.0702755458291
Student_691,167.89744194061495,4,Male,800212-2553049,49.0081864434586
Student_692,156.8097687895928,7,Female,861003-2584366,50.38313937509907
Student_693,175.05298588851792,4,Male,920720-2910042,54.96924491885355
Student_694,169.45512921561237,12,Female,821019-2237101,50.285857503309245
Student_695,161.38825441171704,4,Male,901210-1724395,77.0078033914374
Student_696,159.63476139996078,4,Male,950515-1811592,45.530014341905385
Student_697,152.28157684290366,2,Female,810820-1099526,76.59219935871603
Student_698,160.56300649354588,11,Male,931002-2631428,70.0874449458443
Student_699,160.44376193673463,4,Female,910117-2203826,52.22757551135561
Student_700,180.2003925210265,11,Male,801105-2888481,70.09404804556434
Student_701,161.61028315566983,12,Male,840716-2191490,55.653845396801664
Student_702,179.29187427281312,10,Male,891113-2480732,71.5701672050977
Student_703,182.87198078117046,8,Male,890903-2522279,71.53094397600086
Student_704,177.69545233935204,4,Female,810624-2399186,68.42496448256281
Student_705,153.29654345149817,5,Male,910824-1610043,67.38233231223165
Student_706,163.2525427411147,9,Male,990403-2059666,67.14021077837994
Student_707,178.6381224737603,5,Male,800407-2041994,59.36575796762013
Student_708,163.19611289119942,12,Male,830803-2561982,52.07666888175016
Student_709,174.01374852673558,8,Female,980624-2964755,57.873234337559566
Student_710,182.0590465801904,1,Female,900721-2819896,78.20585890864947
Student_711,160.98272935488478,11,Male,890418-1571888,60.13533848715809
Student_712,182.11517065138315,2,Male,890617-2773919,87.7418154759464
Student_713,168.19613983012164,3,Female,871110-1016483,58.908005808377645
Student_714,156.63660092830276,5,Female,841202-2585935,51.53162649011683
Student_715,159.35723275948845,1,Female,841226-1620965,81.87493235081365
Student_716,168.73615232175104,9,Female,850602-1399613,78.57428070780986
Student_717,181.089828906619,4,Female,970714-2850345,76.9198663069186
Student_718,151.4392589211946,1,Male,990420-1370101,87.11863712244696
Student_719,151.48221458329084,7,Male,991207-2021535,70.91739425788428
Student_720,177.51326557862714,5,Male,990517-1108927,54.25730641375708
Student_721,167.38242502511886,3,Male,960718-1566529,55.76869868671445
Student_722,162.46524090256185,3,Female,991020-1056006,49.55396390181933
Student_723,150.14849185120983,9,Male,820623-2035064,80.20417180288977
Student_724,176.72197161303805,11,Male,810710-2539482,80.34168320575313
Student_725,155.31834759666984,7,Male,921005-2170661,89.02714618066207
Student_726,157.09377759206646,10,Female,970210-1692361,51.31424734639549
Student_727,163.5974833479395,5,Female,990211-2178070,87.83505493983415
Student_728,172.3592088654124,2,Female,811123-1146877,65.89219931906077
Student_729,186.98359764758942,9,Male,940412-1951695,68.78484211877998
Student_730,176.1048644535844,6,Male,940626-2908472,65.27656832464892
Student_731,184.0558520969903,9,Female,900607-2405354,82.48774770003091
Student_732,158.8687391208266,5,Male,881120-1206616,79.67590221366747
Student_733,169.36120797056927,5,Female,920522-1421162,88.9250701720103
Student_734,157.87280616463698,10,Male,940409-1432971,74.77682796744013
Student_735,172.01171878910162,2,Male,920410-1267587,68.49863969720121
Student_736,161.93284780374054,6,Male,941028-2563238,67.80141444566173
Student_737,165.87399670891918,1,Male,890712-2655923,82.8419977336785
Student_738,181.99494364171935,4,Male,950118-1396033,46.697613013971285
Student_739,189.73249747073035,8,Male,870422-1115126,61.95473251859914
Student_740,150.64164609393504,12,Female,860320-2692754,86.26092674511904
Student_741,172.3513155462025,7,Female,950615-2726949,50.39998152506172
Student_742,186.05440764482464,3,Female,860826-2671675,74.27185168080626
Student_743,180.48982395481087,7,Female,800620-2594587,49.83894564269397
Student_744,167.62810598899642,2,Male,980420-2222090,54.445464081584575
Student_745,165.6010130116113,7,Female,860222-1295418,71.15820955493858
Student_746,181.047812960915,12,Female,960707-2350394,86.99151943515363
Student_747,176.79055100915673,6,Female,940625-1616851,84.2957374064739
Student_748,161.23594226612116,2,Male,860923-2549933,74.3283459630059
Student_749,189.2210570513965,1,Female,930922-1369379,83.44869001783402
Student_750,162.39399697979002,11,Female,990622-1161380,65.05310353025331
Student_751,165.64686163081103,1,Male,960403-1451803,81.46556287182067
Student_752,178.33083598863692,11,Male,970922-2064472,74.66438435565617
Student_753,184.61841032045695,4,Female,990213-2959522,60.39312313802972
Student_754,155.5918128283436,5,Male,990421-1072705,72.06807672851704
Student_755,150.87872075860585,4,Male,940528-1387594,67.9867593300977
Student_756,179.08064038734997,12,Female,830625-2975095,52.47712310471836
Student_757,182.56162860940114,1,Female,840210-1837763,68.63554316634463
Student_758,187.36372537716835,7,Female,990606-2504501,64.46553929771011
Student_759,154.19884193999746,3,Female,981017-1379216,71.2590595468539
Student_760,153.47198397850374,11,Female,840909-2846436,76.11400733707458
Student_761,172.2140783565505,3,Female,880810-2049213,68.29824833687043
Student_762,152.16917551059137,6,Male,800215-2224066,47.04346413543415
Student_763,187.22521730997082,3,Male,920708-2911842,87.18786089672594
Student_764,175.35166519866073,10,Male,990913-2122619,73.01346365428131
Student_765,182.73587049195797,3,Male,880712-2849321,67.43719543200999
Student_766,170.7095241227734,8,Male,850603-1895249,83.97518368740197
Student_767,154.230665889343,8,Female,900521-2295695,52.38464634446146
Student_768,178.77842303279743,4,Female,901112-1396012,56.612982257546676
Student_769,154.45336456624827,1,Female,930205-1576051,72.11656923629002
Student_770,174.59731886637243,3,Male,810820-1323133,82.36847512592934
Student_771,179.2299901757535,12,Female,871123-1491599,89.10191769790416
Student_772,187.04819022583982,6,Male,991004-2822098,51.26494618946944
Student_773,186.51835880766038,4,Female,930826-1360358,55.988199467331974
Student_774,170.78573058324912,1,Male,890228-2348136,65.19092403996535
Student_775,178.7198084027157,12,Male,960809-1399287,82.79718343664281
Student_776,181.59692373154428,1,Male,840824-1674119,49.72776007388432
Student_777,178.00149433162917,4,Male,900603-2419278,71.98968554671762
Student_778,183.77532237273527,11,Male,880521-1085473,80.61799803712096
Student_779,179.01202997212485,2,Female,861127-2360509,84.89935084528187
Student_780,167.94003249021267,10,Female,921226-1904678,79.70541095029816
Student_781,153.47483779036838,2,Male,940102-1198835,65.41236533212317
Student_782,180.67445495604545,9,Male,850228-2368724,58.37530797810497
Student_783,163.25251789664395,7,Male,991110-2478282,65.32113956744044
Student_784,161.7430158490494,12,Male,930724-2478664,54.50711510779547
Student_785,150.73063186676598,11,Male,841216-1486906,72.68919740783562
Student_786,156.10431798476088,6,Male,810820-2069480,81.0461087376576
Student_787,173.5386056973313,8,Male,921122-2064732,81.14524756038095
Student_788,164.47517342284328,9,Male,881209-1632424,69.63101701411843
Student_789,158.5160457831628,6,Male,801027-1845174,89.707763637782
Student_790,177.49192707851998,3,Female,930922-1721342,51.62670218740982
Student_791,174.6528881908805,5,Male,850904-2274195,88.61284151268266
Student_792,158.26842889131677,7,Male,930916-2958083,75.70308776622664
Student_793,175.95688907941195,8,Male,870314-1684915,76.80022944279708
Student_794,176.9783049606346,10,Female,900625-1924516,69.74030516948021
Student_795,172.67937240525265,9,Female,840805-2475342,50.43039741691475
Student_796,169.87479618906843,11,Female,950618-2998336,75.53653834445828
Student_797,177.65698327262686,9,Male,871213-1228981,88.0980702935243
Student_798,181.28912168620968,7,Male,860801-2404434,47.55220305881921
Student_799,156.6074349896964,7,Male,830921-1560913,45.68617804962097
Student_800,179.36762673184242,11,Female,990119-1841447,67.09528511723317
Student_801,166.17485481612576,1,Male,800109-2014612,60.03648712935811
Student_802,161.91891166181537,6,Female,900814-2418280,85.9191447486097
Student_803,156.10467636936502,4,Female,800306-1163054,87.3417269696308
Student_804,168.8956787733834,7,Male,980922-1083231,66.35412796860065
Student_805,182.87195216774774,8,Male,900326-1042203,72.64741595052766
Student_806,161.85762787006973,4,Female,910203-1605652,45.018104447617716
Student_807,158.64151524452922,9,Male,930116-2006955,63.698224169166025
Student_808,153.24469476646328,10,Male,960102-2217690,63.36386942950068
Student_809,173.8166669540879,2,Female,810218-2470243,63.03294821155466
Student_810,168.29621479657777,5,Male,800524-2379580,47.022298062071414
Student_811,181.33207028905534,6,Male,930225-1214150,62.83833423544162
Student_812,172.17943746366518,5,Male,821127-2541303,66.88287108056927
Student_813,175.5187316065567,8,Female,971115-2431349,56.81924873889421
Student_814,159.97298435868404,11,Male,930424-1661122,76.54034595233952
Student_815,166.3857920645443,7,Female,850328-1009876,83.42874267909082
Student_816,179.00956876442416,12,Female,841101-1679512,89.23156215670886
Student_817,169.70057559073138,10,Male,800312-1667615,77.03858893029198
Student_818,183.7531669471558,11,Female,980728-2284799,70.6631766081005
Student_819,184.33355349285944,6,Female,950328-1877170,71.02281486600612
Student_820,160.06983613888877,11,Male,910414-1220362,79.12809525973215
Student_821,168.763214340763,3,Male,960212-2639583,61.85427595972544
Student_822,164.9073700184323,7,Male,940606-2516228,89.89053971050208
Student_823,179.36672901906968,3,Male,850120-2781181,84.22312728587947
Student_824,161.80100629499853,4,Male,980310-2578589,45.861843336111576
Student_825,154.49451996346596,6,Female,811119-2333219,84.22976275869614
Student_826,174.72749492502135,9,Male,830207-1168253,70.05348998019261
Student_827,176.2482351013676,9,Female,871015-1612596,77.62434628272383
Student_828,168.46481038707503,10,Male,930315-1641117,86.13735303840019
Student_829,184.43654596044374,6,Male,980201-1012182,73.2910002364651
Student_830,162.87510395487067,12,Female,900708-1159045,67.74644111195697
Student_831,170.32925026704675,12,Female,930202-2468710,70.55259951164855
Student_832,180.74252219722692,4,Female,880727-1174436,74.22738056995718
Student_833,163.67451041619594,7,Male,950215-1459826,47.31624749099013
Student_834,187.978232651105,12,Male,960715-1511027,75.39018191834846
Student_835,161.5502486558052,9,Male,991005-1463769,81.73403701383224
Student_836,159.1704135535098,3,Female,950325-2222187,69.78859600698317
Student_837,172.41717792556517,4,Male,910309-1521355,66.6655557603036
Student_838,180.43971934300077,12,Male,800313-1883938,67.56200647856298
Student_839,164.22437759169068,7,Female,821106-1775591,58.20576730505645
Student_840,172.90733754233878,10,Female,910716-1265270,78.01738287006512
Student_841,183.67459360863046,3,Male,861205-2744945,45.1102886703648
Student_842,167.37802123620733,8,Male,810817-1240629,46.50144358096827
Student_843,186.17744373449227,10,Female,800820-1598987,86.98789797323839
Student_844,163.9062141749226,11,Male,930312-2088462,87.48286872201231
Student_845,179.67386808098632,8,Female,810122-1264519,67.40689099469064
